,Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
247,Upper middle income,UMC,3.94893002510071,3.7711249589920097,3.57905006408691,3.70207500457763,3.51719498634338,3.93859004974365,3.9100899696350098,3.6826400756835898,3.95851993560791,4.4264600276947,4.417619943618781,3.96781992912292,3.73032009601593,4.07420015335083,,,3.8131699562072794,4.0925002098083505,,
248,Uruguay,URY,2.4225499629974396,2.80096006393433,2.32220005989075,2.0682098865509,2.49954009056091,2.71475005149841,2.88025999069214,,,,,4.35526990890503,,,,,4.75909996032715,4.8403000831604,5.047589778900151,
249,United States,USA,,,,,,,,,,,,,,4.931049823760991,4.96174001693726,,,,,
250,Uzbekistan,UZB,,,,,,,,,,,,,,6.09001016616821,6.02526998519897,5.78637981414795,5.66772985458374,5.2813401222229,,
251,St. Vincent and the Grenadines,VCT,7.91380977630615,,7.8019900321960405,8.637829780578612,,6.35081005096436,,5.6710300445556605,,5.68978023529053,5.085229873657231,,,,,,5.73339986801147,5.7319598197937,5.69377994537354,
252,"Venezuela, RB",VEN,,,,,,,3.6690599918365496,3.6273200511932404,,6.874680042266849,,,,,,,,,,
253,British Virgin Islands,VGB,,2.9047698974609397,,,,3.04632997512817,3.57675004005432,3.15190005302429,,3.47628998756409,3.81699991226196,,,,,5.13478994369507,,2.35898995399475,2.46599006652832,
254,Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,
255,Vietnam,VNM,,,,,,,,,4.88674020767212,4.8165001869201705,5.13721990585327,4.81372022628784,5.53328990936279,5.65199995040894,,,4.34481000900269,,4.167449951171879,
256,Vanuatu,VUT,7.0036301612854,8.95114994049072,8.13175010681152,8.44172954559326,,,,,5.78303003311157,5.0129499435424805,,,,,4.91083002090454,5.39081001281738,,4.53353023529053,,
257,World,WLD,3.86468005180359,4.02030992507935,3.97255992889404,4.06743991374969,3.99435985088348,4.05650997161865,4.00178003311157,4.1050300598144505,4.34125995635986,4.6637601852417,4.53965997695923,4.27214002609253,4.207535028457641,4.52942991256714,4.629459857940669,4.624320030212401,4.45910000801086,4.5291650295257595,,
258,Samoa,WSM,3.58293008804321,3.82628989219666,3.84138989448547,,,,,,5.14420986175537,,,,,,,,4.1622200012207005,,,
259,Kosovo,XKX,,,,,,,,,,,,,,,,,,,,
260,"Yemen, Rep.",YEM,9.64552021026611,9.23766040802002,,,,,,,5.15143013000488,,,,,,,,,,,
261,South Africa,ZAF,5.443580150604251,5.15948009490967,5.06621980667114,4.86485004425049,5.06891012191772,5.06319999694824,5.072569847106929,4.97414016723633,4.86600017547607,5.2486901283264205,5.72173976898193,,,,,5.95619010925293,5.94285011291504,6.11305999755859,6.15898990631104,6.50505018234253
262,Zambia,ZMB,1.7881900072097798,,,,2.46342992782593,1.73553001880646,,1.2407599687576298,1.0997200012207,,,,,,,4.624320030212401,3.7479200363159197,3.72965002059937,4.61809015274048,
263,Zimbabwe,ZWE,,,,,,,,,,,1.5440599918365498,,6.07020998001099,5.99597978591919,6.13835000991821,,,5.81877994537354,5.8713498115539595,
