,LOCATION,Country,INDICATOR,SUBJECT,MEASURE,Year,Value_edu,Value_tu
811,ESP,Spain,EDUADULT,TRY,PC_25_64,2013,33.734821000000004,17.9
812,ESP,Spain,EDUADULT,UPPSRY,PC_25_64,2013,21.719563,17.9
813,ESP,Spain,EDUADULT,BUPPSRY,PC_25_64,2014,43.382374,16.8
814,ESP,Spain,EDUADULT,TRY,PC_25_64,2014,34.678776,16.8
815,ESP,Spain,EDUADULT,UPPSRY,PC_25_64,2014,21.93885,16.8
816,ESP,Spain,EDUADULT,BUPPSRY,PC_25_64,2015,42.565994,15.2
817,ESP,Spain,EDUADULT,TRY,PC_25_64,2015,35.081161,15.2
818,ESP,Spain,EDUADULT,UPPSRY,PC_25_64,2015,22.352846,15.2
819,ESP,Spain,EDUADULT,BUPPSRY,PC_25_64,2016,41.726074,14.8
820,ESP,Spain,EDUADULT,TRY,PC_25_64,2016,35.693489,14.8
821,ESP,Spain,EDUADULT,UPPSRY,PC_25_64,2016,22.580437,14.8
822,ESP,Spain,EDUADULT,BUPPSRY,PC_25_64,2017,40.925529,14.2
823,ESP,Spain,EDUADULT,TRY,PC_25_64,2017,36.351273,14.2
824,ESP,Spain,EDUADULT,UPPSRY,PC_25_64,2017,22.723195999999998,14.2
825,ESP,Spain,EDUADULT,BUPPSRY,PC_25_64,2018,39.884182,13.6
826,ESP,Spain,EDUADULT,TRY,PC_25_64,2018,37.252804,13.6
827,ESP,Spain,EDUADULT,UPPSRY,PC_25_64,2018,22.863016000000002,13.6
828,SWE,Sweden,EDUADULT,BUPPSRY,PC_25_64,2009,14.261110999999998,70.8
830,SWE,Sweden,EDUADULT,TRY,PC_25_64,2009,33.060085,70.8
832,SWE,Sweden,EDUADULT,UPPSRY,PC_25_64,2009,52.67880600000001,70.8
834,SWE,Sweden,EDUADULT,BUPPSRY,PC_25_64,2010,13.727367000000001,70.2
836,SWE,Sweden,EDUADULT,TRY,PC_25_64,2010,33.868935,70.2
838,SWE,Sweden,EDUADULT,UPPSRY,PC_25_64,2010,52.403698,70.2
840,SWE,Sweden,EDUADULT,BUPPSRY,PC_25_64,2011,12.964911,68.3
842,SWE,Sweden,EDUADULT,TRY,PC_25_64,2011,35.174355,68.3
844,SWE,Sweden,EDUADULT,UPPSRY,PC_25_64,2011,51.860733,68.3
846,SWE,Sweden,EDUADULT,BUPPSRY,PC_25_64,2012,12.497745,68.4
848,SWE,Sweden,EDUADULT,TRY,PC_25_64,2012,35.698952,68.4
850,SWE,Sweden,EDUADULT,UPPSRY,PC_25_64,2012,51.803307000000004,68.4
852,SWE,Sweden,EDUADULT,BUPPSRY,PC_25_64,2013,11.829718,68.0
854,SWE,Sweden,EDUADULT,TRY,PC_25_64,2013,37.034386,68.0
856,SWE,Sweden,EDUADULT,UPPSRY,PC_25_64,2013,51.135899,68.0
858,SWE,Sweden,EDUADULT,BUPPSRY,PC_25_64,2014,18.445162,67.7
860,SWE,Sweden,EDUADULT,TRY,PC_25_64,2014,38.700306,67.7
862,SWE,Sweden,EDUADULT,UPPSRY,PC_25_64,2014,42.85453,67.7
864,SWE,Sweden,EDUADULT,BUPPSRY,PC_25_64,2015,18.024088,67.8
866,SWE,Sweden,EDUADULT,TRY,PC_25_64,2015,39.786552,67.8
868,SWE,Sweden,EDUADULT,UPPSRY,PC_25_64,2015,42.189362,67.8
870,SWE,Sweden,EDUADULT,BUPPSRY,PC_25_64,2016,17.272491,66.9
872,SWE,Sweden,EDUADULT,TRY,PC_25_64,2016,41.139179,66.9
874,SWE,Sweden,EDUADULT,UPPSRY,PC_25_64,2016,41.588328999999995,66.9
876,SWE,Sweden,EDUADULT,BUPPSRY,PC_25_64,2017,17.003588,65.6
878,SWE,Sweden,EDUADULT,TRY,PC_25_64,2017,41.936690999999996,65.6
880,SWE,Sweden,EDUADULT,UPPSRY,PC_25_64,2017,41.059723,65.6
882,SWE,Sweden,EDUADULT,BUPPSRY,PC_25_64,2018,16.712725,64.9
883,SWE,Sweden,EDUADULT,TRY,PC_25_64,2018,43.247318,64.9
884,SWE,Sweden,EDUADULT,UPPSRY,PC_25_64,2018,40.039955,64.9
885,CHE,Switzerland,EDUADULT,BUPPSRY,PC_25_64,2009,13.083202,17.3
886,CHE,Switzerland,EDUADULT,TRY,PC_25_64,2009,35.020153,17.3
887,CHE,Switzerland,EDUADULT,UPPSRY,PC_25_64,2009,51.896645,17.3
888,CHE,Switzerland,EDUADULT,BUPPSRY,PC_25_64,2010,14.966760999999998,17.6
889,CHE,Switzerland,EDUADULT,TRY,PC_25_64,2010,33.881504,17.6
890,CHE,Switzerland,EDUADULT,UPPSRY,PC_25_64,2010,51.151737,17.6
891,CHE,Switzerland,EDUADULT,BUPPSRY,PC_25_64,2011,15.176706,17.0
892,CHE,Switzerland,EDUADULT,TRY,PC_25_64,2011,34.000178999999996,17.0
893,CHE,Switzerland,EDUADULT,UPPSRY,PC_25_64,2011,50.823112,17.0
894,CHE,Switzerland,EDUADULT,BUPPSRY,PC_25_64,2012,14.334973000000002,16.6
895,CHE,Switzerland,EDUADULT,TRY,PC_25_64,2012,35.291126,16.6
896,CHE,Switzerland,EDUADULT,UPPSRY,PC_25_64,2012,50.373901000000004,16.6
897,CHE,Switzerland,EDUADULT,BUPPSRY,PC_25_64,2013,13.589898999999999,16.6
898,CHE,Switzerland,EDUADULT,TRY,PC_25_64,2013,37.407191999999995,16.6
899,CHE,Switzerland,EDUADULT,UPPSRY,PC_25_64,2013,49.002911,16.6
900,CHE,Switzerland,EDUADULT,BUPPSRY,PC_25_64,2014,12.776213,16.1
901,CHE,Switzerland,EDUADULT,TRY,PC_25_64,2014,38.428497,16.1
902,CHE,Switzerland,EDUADULT,UPPSRY,PC_25_64,2014,48.795288,16.1
903,CHE,Switzerland,EDUADULT,BUPPSRY,PC_25_64,2015,12.704829,15.7
904,CHE,Switzerland,EDUADULT,TRY,PC_25_64,2015,39.782719,15.7
905,CHE,Switzerland,EDUADULT,UPPSRY,PC_25_64,2015,47.512451,15.7
906,CHE,Switzerland,EDUADULT,BUPPSRY,PC_25_64,2016,12.564119,15.3
907,CHE,Switzerland,EDUADULT,TRY,PC_25_64,2016,41.235473999999996,15.3
908,CHE,Switzerland,EDUADULT,UPPSRY,PC_25_64,2016,46.200404999999996,15.3
909,CHE,Switzerland,EDUADULT,BUPPSRY,PC_25_64,2017,12.191644,14.9
910,CHE,Switzerland,EDUADULT,TRY,PC_25_64,2017,42.594601000000004,14.9
911,CHE,Switzerland,EDUADULT,UPPSRY,PC_25_64,2017,45.213757,14.9
912,TUR,Turkey,EDUADULT,BUPPSRY,PC_25_64,2013,65.167839,6.3
913,TUR,Turkey,EDUADULT,TRY,PC_25_64,2013,15.907354999999999,6.3
914,TUR,Turkey,EDUADULT,UPPSRY,PC_25_64,2013,18.924805,6.3
915,TUR,Turkey,EDUADULT,BUPPSRY,PC_25_64,2014,64.367012,6.9
916,TUR,Turkey,EDUADULT,TRY,PC_25_64,2014,16.693634,6.9
917,TUR,Turkey,EDUADULT,UPPSRY,PC_25_64,2014,18.939352,6.9
918,TUR,Turkey,EDUADULT,BUPPSRY,PC_25_64,2015,63.007553,8.0
919,TUR,Turkey,EDUADULT,TRY,PC_25_64,2015,18.020138,8.0
920,TUR,Turkey,EDUADULT,UPPSRY,PC_25_64,2015,18.972310999999998,8.0
921,TUR,Turkey,EDUADULT,BUPPSRY,PC_25_64,2016,61.48654200000001,8.2
922,TUR,Turkey,EDUADULT,TRY,PC_25_64,2016,19.362528,8.2
923,TUR,Turkey,EDUADULT,UPPSRY,PC_25_64,2016,19.15093,8.2
924,TUR,Turkey,EDUADULT,BUPPSRY,PC_25_64,2017,60.708405000000006,8.6
925,TUR,Turkey,EDUADULT,TRY,PC_25_64,2017,20.013071,8.6
926,TUR,Turkey,EDUADULT,UPPSRY,PC_25_64,2017,19.278526,8.6
927,TUR,Turkey,EDUADULT,BUPPSRY,PC_25_64,2018,59.763054000000004,9.2
928,TUR,Turkey,EDUADULT,TRY,PC_25_64,2018,20.780222,9.2
929,TUR,Turkey,EDUADULT,UPPSRY,PC_25_64,2018,19.456722,9.2
930,GBR,United Kingdom,EDUADULT,BUPPSRY,PC_25_64,2009,26.256871999999998,27.4
932,GBR,United Kingdom,EDUADULT,TRY,PC_25_64,2009,36.984959,27.4
934,GBR,United Kingdom,EDUADULT,UPPSRY,PC_25_64,2009,36.758167,27.4
936,GBR,United Kingdom,EDUADULT,BUPPSRY,PC_25_64,2010,24.937599,26.6
938,GBR,United Kingdom,EDUADULT,TRY,PC_25_64,2010,38.187191,26.6
940,GBR,United Kingdom,EDUADULT,UPPSRY,PC_25_64,2010,36.875209999999996,26.6
942,GBR,United Kingdom,EDUADULT,BUPPSRY,PC_25_64,2011,23.167467000000002,26.0
944,GBR,United Kingdom,EDUADULT,TRY,PC_25_64,2011,39.412372999999995,26.0
946,GBR,United Kingdom,EDUADULT,UPPSRY,PC_25_64,2011,37.420158,26.0
948,GBR,United Kingdom,EDUADULT,BUPPSRY,PC_25_64,2012,21.91477,26.1
950,GBR,United Kingdom,EDUADULT,TRY,PC_25_64,2012,40.977753,26.1
952,GBR,United Kingdom,EDUADULT,UPPSRY,PC_25_64,2012,37.107475,26.1
954,GBR,United Kingdom,EDUADULT,BUPPSRY,PC_25_64,2013,20.849527,25.6
956,GBR,United Kingdom,EDUADULT,TRY,PC_25_64,2013,41.891979,25.6
958,GBR,United Kingdom,EDUADULT,UPPSRY,PC_25_64,2013,37.258495,25.6
960,GBR,United Kingdom,EDUADULT,BUPPSRY,PC_25_64,2014,20.834970000000002,25.0
962,GBR,United Kingdom,EDUADULT,TRY,PC_25_64,2014,42.217449,25.0
964,GBR,United Kingdom,EDUADULT,UPPSRY,PC_25_64,2014,36.947582000000004,25.0
966,GBR,United Kingdom,EDUADULT,BUPPSRY,PC_25_64,2015,20.38233,24.7
968,GBR,United Kingdom,EDUADULT,TRY,PC_25_64,2015,44.197987,24.7
970,GBR,United Kingdom,EDUADULT,UPPSRY,PC_25_64,2015,35.419685,24.7
972,GBR,United Kingdom,EDUADULT,BUPPSRY,PC_25_64,2016,19.253021,23.6
974,GBR,United Kingdom,EDUADULT,TRY,PC_25_64,2016,45.766762,23.6
976,GBR,United Kingdom,EDUADULT,UPPSRY,PC_25_64,2016,34.980216999999996,23.6
978,GBR,United Kingdom,EDUADULT,BUPPSRY,PC_25_64,2017,18.831131,23.3
980,GBR,United Kingdom,EDUADULT,TRY,PC_25_64,2017,45.744305,23.3
982,GBR,United Kingdom,EDUADULT,UPPSRY,PC_25_64,2017,35.424564000000004,23.3
984,GBR,United Kingdom,EDUADULT,BUPPSRY,PC_25_64,2018,20.707432,23.4
986,GBR,United Kingdom,EDUADULT,TRY,PC_25_64,2018,45.781677,23.4
988,GBR,United Kingdom,EDUADULT,UPPSRY,PC_25_64,2018,33.510891,23.4
990,USA,United States,EDUADULT,BUPPSRY,PC_25_64,2009,11.355431,11.8
991,USA,United States,EDUADULT,TRY,PC_25_64,2009,41.214626,11.8
992,USA,United States,EDUADULT,UPPSRY,PC_25_64,2009,47.429943,11.8
993,USA,United States,EDUADULT,BUPPSRY,PC_25_64,2010,11.030482000000001,11.4
994,USA,United States,EDUADULT,TRY,PC_25_64,2010,41.662415,11.4
995,USA,United States,EDUADULT,UPPSRY,PC_25_64,2010,47.307102,11.4
996,USA,United States,EDUADULT,BUPPSRY,PC_25_64,2011,10.741900999999999,11.3
997,USA,United States,EDUADULT,TRY,PC_25_64,2011,42.44838,11.3
998,USA,United States,EDUADULT,UPPSRY,PC_25_64,2011,46.809719,11.3
999,USA,United States,EDUADULT,BUPPSRY,PC_25_64,2012,10.692155,10.8
1000,USA,United States,EDUADULT,TRY,PC_25_64,2012,43.052437,10.8
1001,USA,United States,EDUADULT,UPPSRY,PC_25_64,2012,46.255409,10.8
1002,USA,United States,EDUADULT,BUPPSRY,PC_25_64,2013,10.371985,10.8
1003,USA,United States,EDUADULT,TRY,PC_25_64,2013,43.910252,10.8
1004,USA,United States,EDUADULT,UPPSRY,PC_25_64,2013,45.717762,10.8
1005,USA,United States,EDUADULT,BUPPSRY,PC_25_64,2014,10.429553,10.7
1006,USA,United States,EDUADULT,TRY,PC_25_64,2014,44.224616999999995,10.7
1007,USA,United States,EDUADULT,UPPSRY,PC_25_64,2014,45.345833,10.7
1008,USA,United States,EDUADULT,BUPPSRY,PC_25_64,2015,10.457861,10.6
1009,USA,United States,EDUADULT,TRY,PC_25_64,2015,44.629397999999995,10.6
1010,USA,United States,EDUADULT,UPPSRY,PC_25_64,2015,44.912739,10.6
1011,USA,United States,EDUADULT,BUPPSRY,PC_25_64,2016,9.852749800000002,10.3
1012,USA,United States,EDUADULT,TRY,PC_25_64,2016,45.666354999999996,10.3
1013,USA,United States,EDUADULT,UPPSRY,PC_25_64,2016,44.480896,10.3
1014,USA,United States,EDUADULT,BUPPSRY,PC_25_64,2017,9.3544931,10.3
1015,USA,United States,EDUADULT,TRY,PC_25_64,2017,46.3568,10.3
1016,USA,United States,EDUADULT,UPPSRY,PC_25_64,2017,44.288703999999996,10.3
1017,USA,United States,EDUADULT,BUPPSRY,PC_25_64,2018,9.176163699999998,10.1
1018,USA,United States,EDUADULT,TRY,PC_25_64,2018,47.431145,10.1
1019,USA,United States,EDUADULT,UPPSRY,PC_25_64,2018,43.392693,10.1
1020,CHL,Chile,EDUADULT,BUPPSRY,PC_25_64,2009,43.493384999999996,14.4
1021,CHL,Chile,EDUADULT,TRY,PC_25_64,2009,17.120726,14.4
1022,CHL,Chile,EDUADULT,UPPSRY,PC_25_64,2009,39.385891,14.4
1023,CHL,Chile,EDUADULT,BUPPSRY,PC_25_64,2011,42.320229,14.5
1024,CHL,Chile,EDUADULT,TRY,PC_25_64,2011,17.813892000000003,14.5
1025,CHL,Chile,EDUADULT,UPPSRY,PC_25_64,2011,39.865879,14.5
1026,CHL,Chile,EDUADULT,BUPPSRY,PC_25_64,2013,38.585766,14.8
1027,CHL,Chile,EDUADULT,TRY,PC_25_64,2013,21.089819,14.8
1028,CHL,Chile,EDUADULT,UPPSRY,PC_25_64,2013,40.324417,14.8
1029,CHL,Chile,EDUADULT,BUPPSRY,PC_25_64,2015,35.133507,16.1
1030,CHL,Chile,EDUADULT,TRY,PC_25_64,2015,22.475199,16.1
1031,CHL,Chile,EDUADULT,UPPSRY,PC_25_64,2015,42.391296000000004,16.1
1032,EST,Estonia,EDUADULT,BUPPSRY,PC_25_64,2009,11.327562,7.6
1034,EST,Estonia,EDUADULT,TRY,PC_25_64,2009,36.065544,7.6
1036,EST,Estonia,EDUADULT,UPPSRY,PC_25_64,2009,52.606894999999994,7.6
1038,EST,Estonia,EDUADULT,BUPPSRY,PC_25_64,2010,10.864561,8.2
1040,EST,Estonia,EDUADULT,TRY,PC_25_64,2010,35.423084,8.2
1042,EST,Estonia,EDUADULT,UPPSRY,PC_25_64,2010,53.712353,8.2
1044,EST,Estonia,EDUADULT,BUPPSRY,PC_25_64,2011,10.989735000000001,7.0
1046,EST,Estonia,EDUADULT,TRY,PC_25_64,2011,36.889767,7.0
1048,EST,Estonia,EDUADULT,UPPSRY,PC_25_64,2011,52.120499,7.0
1050,EST,Estonia,EDUADULT,BUPPSRY,PC_25_64,2012,10.076135,6.0
1052,EST,Estonia,EDUADULT,TRY,PC_25_64,2012,37.605877,6.0
1054,EST,Estonia,EDUADULT,UPPSRY,PC_25_64,2012,52.317989000000004,6.0
1056,EST,Estonia,EDUADULT,BUPPSRY,PC_25_64,2013,9.480652800000001,5.6
1058,EST,Estonia,EDUADULT,TRY,PC_25_64,2013,37.345535,5.6
1060,EST,Estonia,EDUADULT,UPPSRY,PC_25_64,2013,53.173813,5.6
1062,EST,Estonia,EDUADULT,BUPPSRY,PC_25_64,2014,11.895004,5.3
1064,EST,Estonia,EDUADULT,TRY,PC_25_64,2014,37.499953999999995,5.3
1066,EST,Estonia,EDUADULT,UPPSRY,PC_25_64,2014,50.605042,5.3
1068,EST,Estonia,EDUADULT,BUPPSRY,PC_25_64,2015,11.442164,4.5
1070,EST,Estonia,EDUADULT,TRY,PC_25_64,2015,38.030696999999996,4.5
1072,EST,Estonia,EDUADULT,UPPSRY,PC_25_64,2015,50.527138,4.5
1074,EST,Estonia,EDUADULT,BUPPSRY,PC_25_64,2016,11.104439999999999,5.0
1076,EST,Estonia,EDUADULT,TRY,PC_25_64,2016,38.756851,5.0
1078,EST,Estonia,EDUADULT,UPPSRY,PC_25_64,2016,50.138709999999996,5.0
1080,EST,Estonia,EDUADULT,BUPPSRY,PC_25_64,2017,11.317183,4.7
1082,EST,Estonia,EDUADULT,TRY,PC_25_64,2017,39.663879,4.7
1084,EST,Estonia,EDUADULT,UPPSRY,PC_25_64,2017,49.018936,4.7
1086,EST,Estonia,EDUADULT,BUPPSRY,PC_25_64,2018,10.810427,4.3
1087,EST,Estonia,EDUADULT,TRY,PC_25_64,2018,41.130722,4.3
1088,EST,Estonia,EDUADULT,UPPSRY,PC_25_64,2018,48.058849,4.3
1089,ISR,Israel,EDUADULT,BUPPSRY,PC_25_64,2012,15.451829,23.4
1091,ISR,Israel,EDUADULT,TRY,PC_25_64,2012,46.441711,23.4
1093,ISR,Israel,EDUADULT,UPPSRY,PC_25_64,2012,38.106457,23.4
1095,ISR,Israel,EDUADULT,BUPPSRY,PC_25_64,2017,12.625726,25.0
1096,ISR,Israel,EDUADULT,TRY,PC_25_64,2017,50.91605,25.0
1097,ISR,Israel,EDUADULT,UPPSRY,PC_25_64,2017,36.458225,25.0
1098,LVA,Latvia,EDUADULT,BUPPSRY,PC_25_64,2009,13.22369,15.1
1099,LVA,Latvia,EDUADULT,TRY,PC_25_64,2009,25.846195,15.1
1100,LVA,Latvia,EDUADULT,UPPSRY,PC_25_64,2009,60.930115,15.1
1101,LVA,Latvia,EDUADULT,BUPPSRY,PC_25_64,2010,11.396096,15.0
1102,LVA,Latvia,EDUADULT,TRY,PC_25_64,2010,26.946114,15.0
1103,LVA,Latvia,EDUADULT,UPPSRY,PC_25_64,2010,61.657791,15.0
1104,LVA,Latvia,EDUADULT,BUPPSRY,PC_25_64,2011,12.062219,13.6
1105,LVA,Latvia,EDUADULT,TRY,PC_25_64,2011,27.693270000000002,13.6
1106,LVA,Latvia,EDUADULT,UPPSRY,PC_25_64,2011,60.244510999999996,13.6
1107,LVA,Latvia,EDUADULT,BUPPSRY,PC_25_64,2012,10.897214,13.1
1108,LVA,Latvia,EDUADULT,TRY,PC_25_64,2012,29.227177,13.1
1109,LVA,Latvia,EDUADULT,UPPSRY,PC_25_64,2012,59.875609999999995,13.1
1110,LVA,Latvia,EDUADULT,BUPPSRY,PC_25_64,2013,10.645624,12.8
1111,LVA,Latvia,EDUADULT,TRY,PC_25_64,2013,31.011995000000002,12.8
1112,LVA,Latvia,EDUADULT,UPPSRY,PC_25_64,2013,58.342381,12.8
1113,LVA,Latvia,EDUADULT,BUPPSRY,PC_25_64,2014,13.338798,12.7
1114,LVA,Latvia,EDUADULT,TRY,PC_25_64,2014,30.230137,12.7
1115,LVA,Latvia,EDUADULT,UPPSRY,PC_25_64,2014,56.431065000000004,12.7
1116,LVA,Latvia,EDUADULT,BUPPSRY,PC_25_64,2015,12.217953,12.6
1117,LVA,Latvia,EDUADULT,TRY,PC_25_64,2015,31.591949,12.6
1118,LVA,Latvia,EDUADULT,UPPSRY,PC_25_64,2015,56.190098,12.6
1119,LVA,Latvia,EDUADULT,BUPPSRY,PC_25_64,2016,11.318077,12.3
1120,LVA,Latvia,EDUADULT,TRY,PC_25_64,2016,33.361481,12.3
1121,LVA,Latvia,EDUADULT,UPPSRY,PC_25_64,2016,55.32044200000001,12.3
1122,LVA,Latvia,EDUADULT,BUPPSRY,PC_25_64,2017,12.391879,12.2
1123,LVA,Latvia,EDUADULT,TRY,PC_25_64,2017,33.882294,12.2
1124,LVA,Latvia,EDUADULT,UPPSRY,PC_25_64,2017,53.725826,12.2
1125,LVA,Latvia,EDUADULT,BUPPSRY,PC_25_64,2018,12.368317999999999,11.9
1126,LVA,Latvia,EDUADULT,TRY,PC_25_64,2018,33.939289,11.9
1127,LVA,Latvia,EDUADULT,UPPSRY,PC_25_64,2018,53.69239399999999,11.9
1128,SVN,Slovenia,EDUADULT,BUPPSRY,PC_25_64,2009,16.713486,37.1
1129,SVN,Slovenia,EDUADULT,TRY,PC_25_64,2009,23.315817000000003,37.1
1130,SVN,Slovenia,EDUADULT,UPPSRY,PC_25_64,2009,59.97069499999999,37.1
1131,SVN,Slovenia,EDUADULT,BUPPSRY,PC_25_64,2010,16.689947,29.6
1132,SVN,Slovenia,EDUADULT,TRY,PC_25_64,2010,23.716619,29.6
1133,SVN,Slovenia,EDUADULT,UPPSRY,PC_25_64,2010,59.593433,29.6
1134,SVN,Slovenia,EDUADULT,BUPPSRY,PC_25_64,2011,15.523709,33.1
1135,SVN,Slovenia,EDUADULT,TRY,PC_25_64,2011,25.09059,33.1
1136,SVN,Slovenia,EDUADULT,UPPSRY,PC_25_64,2011,59.3857,33.1
1137,SVN,Slovenia,EDUADULT,BUPPSRY,PC_25_64,2012,15.027220999999999,23.9
1138,SVN,Slovenia,EDUADULT,TRY,PC_25_64,2012,26.439034999999997,23.9
1139,SVN,Slovenia,EDUADULT,UPPSRY,PC_25_64,2012,58.533744999999996,23.9
1140,SVN,Slovenia,EDUADULT,BUPPSRY,PC_25_64,2013,14.546692000000002,23.2
1141,SVN,Slovenia,EDUADULT,TRY,PC_25_64,2013,27.880540999999997,23.2
1142,SVN,Slovenia,EDUADULT,UPPSRY,PC_25_64,2013,57.572768999999994,23.2
1143,SVN,Slovenia,EDUADULT,BUPPSRY,PC_25_64,2014,14.274657000000001,26.4
1144,SVN,Slovenia,EDUADULT,TRY,PC_25_64,2014,28.600915999999998,26.4
1145,SVN,Slovenia,EDUADULT,UPPSRY,PC_25_64,2014,57.124428,26.4
1146,SVN,Slovenia,EDUADULT,BUPPSRY,PC_25_64,2015,13.213673000000002,20.9
1147,SVN,Slovenia,EDUADULT,TRY,PC_25_64,2015,30.173296,20.9
1148,SVN,Slovenia,EDUADULT,UPPSRY,PC_25_64,2015,56.613032999999994,20.9
1149,SVN,Slovenia,EDUADULT,BUPPSRY,PC_25_64,2016,12.655439999999999,20.4
1150,SVN,Slovenia,EDUADULT,TRY,PC_25_64,2016,30.735788,20.4
1151,SVN,Slovenia,EDUADULT,UPPSRY,PC_25_64,2016,56.608771999999995,20.4
1152,LTU,Lithuania,EDUADULT,BUPPSRY,PC_25_64,2009,8.6813269,10.0
1153,LTU,Lithuania,EDUADULT,TRY,PC_25_64,2009,30.958277000000002,10.0
1154,LTU,Lithuania,EDUADULT,UPPSRY,PC_25_64,2009,60.360397,10.0
1155,LTU,Lithuania,EDUADULT,BUPPSRY,PC_25_64,2010,8.1011848,10.1
1156,LTU,Lithuania,EDUADULT,TRY,PC_25_64,2010,32.440028999999996,10.1
1157,LTU,Lithuania,EDUADULT,UPPSRY,PC_25_64,2010,59.458785999999996,10.1
1158,LTU,Lithuania,EDUADULT,BUPPSRY,PC_25_64,2011,7.1331868,9.7
1159,LTU,Lithuania,EDUADULT,TRY,PC_25_64,2011,33.489258,9.7
1160,LTU,Lithuania,EDUADULT,UPPSRY,PC_25_64,2011,59.377556000000006,9.7
1161,LTU,Lithuania,EDUADULT,BUPPSRY,PC_25_64,2012,6.676203299999999,9.0
1162,LTU,Lithuania,EDUADULT,TRY,PC_25_64,2012,34.053779999999996,9.0
1163,LTU,Lithuania,EDUADULT,UPPSRY,PC_25_64,2012,59.270019999999995,9.0
1164,LTU,Lithuania,EDUADULT,BUPPSRY,PC_25_64,2013,6.5573592000000005,8.4
1165,LTU,Lithuania,EDUADULT,TRY,PC_25_64,2013,35.19833,8.4
1166,LTU,Lithuania,EDUADULT,UPPSRY,PC_25_64,2013,58.244312,8.4
1167,LTU,Lithuania,EDUADULT,BUPPSRY,PC_25_64,2014,8.8240929,8.1
1168,LTU,Lithuania,EDUADULT,TRY,PC_25_64,2014,36.668087,8.1
1169,LTU,Lithuania,EDUADULT,UPPSRY,PC_25_64,2014,54.507819999999995,8.1
1170,LTU,Lithuania,EDUADULT,BUPPSRY,PC_25_64,2015,8.644216499999999,7.9
1171,LTU,Lithuania,EDUADULT,TRY,PC_25_64,2015,38.724106,7.9
1172,LTU,Lithuania,EDUADULT,UPPSRY,PC_25_64,2015,52.63168,7.9
1173,LTU,Lithuania,EDUADULT,BUPPSRY,PC_25_64,2016,7.484356900000001,7.7
1174,LTU,Lithuania,EDUADULT,TRY,PC_25_64,2016,39.732628000000005,7.7
1175,LTU,Lithuania,EDUADULT,UPPSRY,PC_25_64,2016,52.783016,7.7
1176,LTU,Lithuania,EDUADULT,BUPPSRY,PC_25_64,2017,7.171962299999999,7.7
1177,LTU,Lithuania,EDUADULT,TRY,PC_25_64,2017,40.273941,7.7
1178,LTU,Lithuania,EDUADULT,UPPSRY,PC_25_64,2017,52.554095999999994,7.7
1179,LTU,Lithuania,EDUADULT,BUPPSRY,PC_25_64,2018,7.022464299999999,7.1
1180,LTU,Lithuania,EDUADULT,TRY,PC_25_64,2018,41.654594,7.1
1181,LTU,Lithuania,EDUADULT,UPPSRY,PC_25_64,2018,51.322941,7.1
